"X1" "X2" "V3"
"150" "ENSMUSG00000095576" "ENSMUSG00000026471" "0.225925650012324"
"151" "ENSMUSG00000095576" "ENSMUSG00000062797" "0.119727236779756"
"152" "ENSMUSG00000095576" "ENSMUSG00000029074" "0.13604814551817"
"153" "ENSMUSG00000054072" "ENSMUSG00000068747" "0.138508196943296"
"154" "ENSMUSG00000054072" "ENSMUSG00000106037" "0.22556158528039"
"155" "ENSMUSG00000054072" "ENSMUSG00000026491" "0.155581773833468"
"156" "ENSMUSG00000054072" "ENSMUSG00000068747" "0.138508196943296"
"157" "ENSMUSG00000068747" "ENSMUSG00000106037" "0.11627866171916"
"158" "ENSMUSG00000068747" "ENSMUSG00000026491" "0.22556158528039"
"159" "ENSMUSG00000100151" "ENSMUSG00000026495" "0.261039968159939"
"160" "ENSMUSG00000100151" "ENSMUSG00000021758" "0.227920063680122"
"161" "ENSMUSG00000040296" "ENSMUSG00000026531" "0.225925650012324"
"162" "ENSMUSG00000040296" "ENSMUSG00000022329" "0.159874332309724"
"163" "ENSMUSG00000040296" "ENSMUSG00000069379" "0.137655434775836"
"164" "ENSMUSG00000115439" "ENSMUSG00000026615" "0.226996471411228"
"165" "ENSMUSG00000115439" "ENSMUSG00000107120" "0.0633997635782713"
"166" "ENSMUSG00000115439" "ENSMUSG00000019998" "0.133251270677015"
"167" "ENSMUSG00000115439" "ENSMUSG00000106927" "0.0560691659288471"
"168" "ENSMUSG00000081316" "ENSMUSG00000041046" "0.16664746618262"
"169" "ENSMUSG00000081316" "ENSMUSG00000026782" "0.22077146630411"
"170" "ENSMUSG00000081316" "ENSMUSG00000064573" "0.134839495132022"
"171" "ENSMUSG00000072582" "ENSMUSG00000026919" "0.261039968159939"
"172" "ENSMUSG00000072582" "ENSMUSG00000032872" "0.261039968159939"
"173" "ENSMUSG00000083878" "ENSMUSG00000027072" "0.225925650012324"
"174" "ENSMUSG00000083878" "ENSMUSG00000115018" "0.159874332309724"
"175" "ENSMUSG00000083878" "ENSMUSG00000070427" "0.137655434775836"
"176" "ENSMUSG00000080058" "ENSMUSG00000027610" "0.261039968159939"
"177" "ENSMUSG00000080058" "ENSMUSG00000000568" "0.261039968159939"
"178" "ENSMUSG00000049800" "ENSMUSG00000027661" "0.261039968159939"
"179" "ENSMUSG00000049800" "ENSMUSG00000052656" "0.227920063680122"
"180" "ENSMUSG00000050891" "ENSMUSG00000027937" "0.261061385016125"
"181" "ENSMUSG00000050891" "ENSMUSG00000097932" "0.260809457833717"
"182" "ENSMUSG00000090773" "ENSMUSG00000028780" "0.261039968159939"
"183" "ENSMUSG00000090773" "ENSMUSG00000020704" "0.227920063680122"
"184" "ENSMUSG00000117118" "ENSMUSG00000028822" "0.225925650012324"
"185" "ENSMUSG00000117118" "ENSMUSG00000030551" "0.119727236779756"
"186" "ENSMUSG00000117118" "ENSMUSG00000062038" "0.13604814551817"
"187" "ENSMUSG00000048080" "ENSMUSG00000029122" "0.225925650012324"
"188" "ENSMUSG00000048080" "ENSMUSG00000053838" "0.159874332309724"
"189" "ENSMUSG00000048080" "ENSMUSG00000020288" "0.137655434775836"
"190" "ENSMUSG00000104887" "ENSMUSG00000029229" "0.261040473435555"
"191" "ENSMUSG00000104887" "ENSMUSG00000109928" "0.260830377851569"
"192" "ENSMUSG00000084522" "ENSMUSG00000029270" "0.261039968159939"
"193" "ENSMUSG00000084522" "ENSMUSG00000000253" "0.227920063680122"
"194" "ENSMUSG00000041633" "ENSMUSG00000029502" "0.258575342536724"
"195" "ENSMUSG00000041633" "ENSMUSG00000085145" "0.232849314926553"
"196" "ENSMUSG00000028522" "ENSMUSG00000029530" "0.261039968159939"
"197" "ENSMUSG00000028522" "ENSMUSG00000018750" "0.227920063680122"
"198" "ENSMUSG00000104187" "ENSMUSG00000029766" "0.225925650012324"
"199" "ENSMUSG00000104187" "ENSMUSG00000108543" "0.159874332309724"
"200" "ENSMUSG00000104187" "ENSMUSG00000110523" "0.137655434775836"
"201" "ENSMUSG00000112000" "ENSMUSG00000029840" "0.261039968159939"
"202" "ENSMUSG00000112000" "ENSMUSG00000094806" "0.227920063680122"
"203" "ENSMUSG00000064850" "ENSMUSG00000091129" "0.22076920060419"
"204" "ENSMUSG00000064850" "ENSMUSG00000029866" "0.159874332309724"
"205" "ENSMUSG00000064850" "ENSMUSG00000021263" "0.13604814551817"
"206" "ENSMUSG00000105406" "ENSMUSG00000030035" "0.247411877769443"
"207" "ENSMUSG00000105406" "ENSMUSG00000022269" "0.0853347573164432"
"208" "ENSMUSG00000105406" "ENSMUSG00000096718" "0.0711217611557796"
"209" "ENSMUSG00000105406" "ENSMUSG00000021868" "0.0766253614161665"
"210" "ENSMUSG00000094610" "ENSMUSG00000025782" "0.258575342536724"
"211" "ENSMUSG00000025782" "ENSMUSG00000030342" "0.258575342536724"
"212" "ENSMUSG00000085999" "ENSMUSG00000030470" "0.261039968159939"
"213" "ENSMUSG00000085999" "ENSMUSG00000044197" "0.227920063680122"
"214" "ENSMUSG00000114932" "ENSMUSG00000030662" "0.261039968159939"
"215" "ENSMUSG00000114932" "ENSMUSG00000097583" "0.227920063680122"
"216" "ENSMUSG00000068130" "ENSMUSG00000030990" "0.261039968159939"
"217" "ENSMUSG00000068130" "ENSMUSG00000016624" "0.227920063680122"
"218" "ENSMUSG00000027860" "ENSMUSG00000031112" "0.261039968159939"
"219" "ENSMUSG00000027860" "ENSMUSG00000026439" "0.227920063680122"
"220" "ENSMUSG00000117467" "ENSMUSG00000031490" "0.225925650012324"
"221" "ENSMUSG00000117467" "ENSMUSG00000109607" "0.13604814551817"
"222" "ENSMUSG00000117467" "ENSMUSG00000073409" "0.119727236779756"
"223" "ENSMUSG00000024151" "ENSMUSG00000031622" "0.186322805900825"
"224" "ENSMUSG00000024151" "ENSMUSG00000051940" "0.153686011924996"
"225" "ENSMUSG00000024151" "ENSMUSG00000034112" "0.153686011924996"
"226" "ENSMUSG00000046056" "ENSMUSG00000032380" "0.261039968159939"
"227" "ENSMUSG00000046056" "ENSMUSG00000089932" "0.227920063680122"
"228" "ENSMUSG00000116521" "ENSMUSG00000032422" "0.225925650012324"
"229" "ENSMUSG00000116521" "ENSMUSG00000094683" "0.13604814551817"
"230" "ENSMUSG00000116521" "ENSMUSG00000080746" "0.119727236779756"
"231" "ENSMUSG00000074913" "ENSMUSG00000032492" "0.261039968159939"
"232" "ENSMUSG00000074913" "ENSMUSG00000088273" "0.227920063680122"
"233" "ENSMUSG00000051805" "ENSMUSG00000032604" "0.261039968159939"
"234" "ENSMUSG00000051805" "ENSMUSG00000102573" "0.261039968159939"
"235" "ENSMUSG00000020273" "ENSMUSG00000033453" "0.16664746618262"
"236" "ENSMUSG00000020273" "ENSMUSG00000046573" "0.22077146630411"
"237" "ENSMUSG00000020273" "ENSMUSG00000085586" "0.134839495132022"
"238" "ENSMUSG00000050666" "ENSMUSG00000033860" "0.261039968159939"
"239" "ENSMUSG00000050666" "ENSMUSG00000026466" "0.227920063680122"
"240" "ENSMUSG00000115955" "ENSMUSG00000015217" "0.258575342536724"
"241" "ENSMUSG00000015217" "ENSMUSG00000033961" "0.258575342536724"
"242" "ENSMUSG00000099599" "ENSMUSG00000034111" "0.261039968159939"
"243" "ENSMUSG00000099599" "ENSMUSG00000004892" "0.227920063680122"
"244" "ENSMUSG00000099794" "ENSMUSG00000034201" "0.261039968159939"
"245" "ENSMUSG00000099794" "ENSMUSG00000117957" "0.261039968159939"
"246" "ENSMUSG00000080825" "ENSMUSG00000034974" "0.258575342536724"
"247" "ENSMUSG00000080825" "ENSMUSG00000096573" "0.232849314926553"
"248" "ENSMUSG00000021510" "ENSMUSG00000034990" "0.261039968159939"
"249" "ENSMUSG00000021510" "ENSMUSG00000020745" "0.227920063680122"
"250" "ENSMUSG00000019295" "ENSMUSG00000035557" "0.24574824557966"
"251" "ENSMUSG00000019295" "ENSMUSG00000036510" "0.152650911562031"
"252" "ENSMUSG00000019295" "ENSMUSG00000103613" "0.122547530106816"
"253" "ENSMUSG00000001027" "ENSMUSG00000035576" "0.16664746618262"
"254" "ENSMUSG00000001027" "ENSMUSG00000004891" "0.22077146630411"
"255" "ENSMUSG00000001027" "ENSMUSG00000029273" "0.134839495132022"
"256" "ENSMUSG00000076360" "ENSMUSG00000035967" "0.103551948687275"
"257" "ENSMUSG00000076360" "ENSMUSG00000074346" "0.172357099642908"
"258" "ENSMUSG00000076360" "ENSMUSG00000092366" "0.1720943824229"
"259" "ENSMUSG00000076360" "ENSMUSG00000028532" "0.0848044894279701"
"260" "ENSMUSG00000026705" "ENSMUSG00000036206" "0.261039968159939"
"261" "ENSMUSG00000026705" "ENSMUSG00000091625" "0.227920063680122"
"262" "ENSMUSG00000100313" "ENSMUSG00000036241" "0.261039968159939"
"263" "ENSMUSG00000100313" "ENSMUSG00000092051" "0.261039968159939"
"264" "ENSMUSG00000103897" "ENSMUSG00000105995" "0.258575342536724"
"265" "ENSMUSG00000103897" "ENSMUSG00000036437" "0.258575342536724"
"266" "ENSMUSG00000097586" "ENSMUSG00000036513" "0.157256484822463"
"267" "ENSMUSG00000097586" "ENSMUSG00000098000" "0.097923574026063"
"268" "ENSMUSG00000097586" "ENSMUSG00000097293" "0.0809224085773326"
"269" "ENSMUSG00000097586" "ENSMUSG00000022089" "0.143547805043553"
"270" "ENSMUSG00000051879" "ENSMUSG00000094035" "0.174356407912693"
"271" "ENSMUSG00000051879" "ENSMUSG00000036792" "0.174356407912693"
"272" "ENSMUSG00000051879" "ENSMUSG00000064247" "0.186322805900825"
"273" "ENSMUSG00000083025" "ENSMUSG00000036875" "0.261039968159939"
"274" "ENSMUSG00000083025" "ENSMUSG00000030981" "0.227920063680122"
"275" "ENSMUSG00000112486" "ENSMUSG00000036908" "0.261039968159939"
"276" "ENSMUSG00000112486" "ENSMUSG00000040276" "0.227920063680122"
"277" "ENSMUSG00000032570" "ENSMUSG00000036928" "0.186322805900825"
"278" "ENSMUSG00000032570" "ENSMUSG00000096942" "0.174356407912693"
"279" "ENSMUSG00000032570" "ENSMUSG00000082382" "0.174356407912693"
"280" "ENSMUSG00000081992" "ENSMUSG00000037103" "0.261039968159939"
"281" "ENSMUSG00000081992" "ENSMUSG00000038506" "0.261039968159939"
"282" "ENSMUSG00000018796" "ENSMUSG00000037349" "0.225925650012324"
"283" "ENSMUSG00000018796" "ENSMUSG00000026634" "0.13604814551817"
"284" "ENSMUSG00000018796" "ENSMUSG00000027374" "0.119727236779756"
"285" "ENSMUSG00000024072" "ENSMUSG00000037373" "0.10623260300355"
"286" "ENSMUSG00000024072" "ENSMUSG00000061207" "0.0617397602582621"
"287" "ENSMUSG00000024072" "ENSMUSG00000040767" "0.216191873215346"
"288" "ENSMUSG00000024072" "ENSMUSG00000024181" "0.0467715829923854"
"289" "ENSMUSG00000024072" "ENSMUSG00000020156" "0.0888705975318063"
"290" "ENSMUSG00000086741" "ENSMUSG00000037531" "0.152113646524246"
"291" "ENSMUSG00000086741" "ENSMUSG00000028484" "0.114977907965267"
"292" "ENSMUSG00000086741" "ENSMUSG00000103635" "0.114977907965267"
"293" "ENSMUSG00000086741" "ENSMUSG00000104947" "0.114977907965267"
"294" "ENSMUSG00000051424" "ENSMUSG00000064545" "0.232849314926553"
"295" "ENSMUSG00000051424" "ENSMUSG00000037544" "0.258575342536724"
"296" "ENSMUSG00000051424" "ENSMUSG00000064545" "0.232849314926553"
"297" "ENSMUSG00000064545" "ENSMUSG00000037544" "0.258575342536724"
"298" "ENSMUSG00000008036" "ENSMUSG00000037624" "0.261039968159939"
"299" "ENSMUSG00000008036" "ENSMUSG00000093843" "0.227920063680122"
"300" "ENSMUSG00000046774" "ENSMUSG00000037826" "0.261039968159939"
"301" "ENSMUSG00000046774" "ENSMUSG00000039671" "0.261039968159939"
"302" "ENSMUSG00000065296" "ENSMUSG00000038323" "0.165262069443538"
"303" "ENSMUSG00000065296" "ENSMUSG00000107706" "0.0682364336018756"
"304" "ENSMUSG00000065296" "ENSMUSG00000038388" "0.148282731026024"
"305" "ENSMUSG00000065296" "ENSMUSG00000071494" "0.0541704966474947"
"306" "ENSMUSG00000065296" "ENSMUSG00000029439" "0.0541704966474947"
"307" "ENSMUSG00000098335" "ENSMUSG00000038418" "0.225925650012324"
"308" "ENSMUSG00000098335" "ENSMUSG00000044330" "0.119727236779756"
"309" "ENSMUSG00000098335" "ENSMUSG00000031871" "0.13604814551817"
"310" "ENSMUSG00000055560" "ENSMUSG00000038510" "0.258575342536724"
"311" "ENSMUSG00000055560" "ENSMUSG00000044795" "0.232849314926553"
"312" "ENSMUSG00000078128" "ENSMUSG00000038917" "0.187961963682561"
"313" "ENSMUSG00000078128" "ENSMUSG00000097111" "0.0810514404185027"
"314" "ENSMUSG00000078128" "ENSMUSG00000026489" "0.0690872916227343"
"315" "ENSMUSG00000078128" "ENSMUSG00000097854" "0.156971529378742"
"316" "ENSMUSG00000118071" "ENSMUSG00000039096" "0.261039968159939"
"317" "ENSMUSG00000118071" "ENSMUSG00000094551" "0.227920063680122"
"318" "ENSMUSG00000077752" "ENSMUSG00000039233" "0.261039968159939"
"319" "ENSMUSG00000077752" "ENSMUSG00000104623" "0.227920063680122"
"320" "ENSMUSG00000021750" "ENSMUSG00000039470" "0.261039968159939"
"321" "ENSMUSG00000021750" "ENSMUSG00000027950" "0.261039968159939"
"322" "ENSMUSG00000109001" "ENSMUSG00000114530" "0.258575342536724"
"323" "ENSMUSG00000109001" "ENSMUSG00000039508" "0.258575342536724"
"324" "ENSMUSG00000036826" "ENSMUSG00000039670" "0.16664746618262"
"325" "ENSMUSG00000036826" "ENSMUSG00000028457" "0.134839495132022"
"326" "ENSMUSG00000036826" "ENSMUSG00000098176" "0.22077146630411"
"327" "ENSMUSG00000024998" "ENSMUSG00000039703" "0.261039968159939"
"328" "ENSMUSG00000024998" "ENSMUSG00000105520" "0.227920063680122"
"329" "ENSMUSG00000061457" "ENSMUSG00000041147" "0.258575342536724"
"330" "ENSMUSG00000061457" "ENSMUSG00000104807" "0.232849314926553"
"331" "ENSMUSG00000053615" "ENSMUSG00000062186" "0.174356407912693"
"332" "ENSMUSG00000053615" "ENSMUSG00000041560" "0.174356407912693"
"333" "ENSMUSG00000053615" "ENSMUSG00000021786" "0.186322805900825"
"334" "ENSMUSG00000084517" "ENSMUSG00000042102" "0.261039968159939"
"335" "ENSMUSG00000084517" "ENSMUSG00000104271" "0.227920063680122"
"336" "ENSMUSG00000102502" "ENSMUSG00000098821" "0.258575342536724"
"337" "ENSMUSG00000102502" "ENSMUSG00000042828" "0.258575342536724"
"338" "ENSMUSG00000063412" "ENSMUSG00000043153" "0.245852961395941"
"339" "ENSMUSG00000063412" "ENSMUSG00000085245" "0.152571443980906"
"340" "ENSMUSG00000063412" "ENSMUSG00000054256" "0.122503352985969"
"341" "ENSMUSG00000037260" "ENSMUSG00000043531" "0.261039968159939"
"342" "ENSMUSG00000037260" "ENSMUSG00000109536" "0.227920063680122"
"343" "ENSMUSG00000034066" "ENSMUSG00000043623" "0.261039968159939"
"344" "ENSMUSG00000034066" "ENSMUSG00000025579" "0.227920063680122"
"345" "ENSMUSG00000094972" "ENSMUSG00000040875" "0.059319008967974"
"346" "ENSMUSG00000094972" "ENSMUSG00000044387" "0.135462742671607"
"347" "ENSMUSG00000094972" "ENSMUSG00000066178" "0.0714150424462633"
"348" "ENSMUSG00000094972" "ENSMUSG00000024500" "0.0265897388464351"
"349" "ENSMUSG00000094972" "ENSMUSG00000021504" "0.10581088639705"
"350" "ENSMUSG00000094972" "ENSMUSG00000026450" "0.070717330403299"
"351" "ENSMUSG00000094972" "ENSMUSG00000066760" "0.0212022913370249"
"352" "ENSMUSG00000022109" "ENSMUSG00000044501" "0.261039968159939"
"353" "ENSMUSG00000022109" "ENSMUSG00000008305" "0.261039968159939"
"354" "ENSMUSG00000073094" "ENSMUSG00000044702" "0.173324704860775"
"355" "ENSMUSG00000073094" "ENSMUSG00000100767" "0.173373591429772"
"356" "ENSMUSG00000073094" "ENSMUSG00000079681" "0.194081919069719"
"357" "ENSMUSG00000054836" "ENSMUSG00000044708" "0.261039968159939"
